SMILES,targets
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:20][cH:22][c:24]([CH3:25])[cH:23][cH:21]1)[NH2:5])[CH3:26].O=[CH:2][c:1]1[cH:9][cH:11][c:13](-[c:14]2[cH:15][cH:17][cH:19][cH:18][n:16]2)[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:20][cH:22][c:24]([CH3:25])[cH:23][cH:21]3)[CH:6]([CH3:26])[O:7][CH2:8]2)[cH:9][cH:11][c:13](-[c:14]2[cH:15][cH:17][cH:19][cH:18][n:16]2)[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:20][cH:22][c:24]([CH3:25])[cH:23][cH:21]1)[NH2:5])[CH3:26].O=[CH:2][c:1]1[cH:9][n:11](-[c:14]2[cH:15][cH:17][cH:19][cH:18][cH:16]2)[n:13][c:10]1[CH3:12]>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:20][cH:22][c:24]([CH3:25])[cH:23][cH:21]3)[CH:6]([CH3:26])[O:7][CH2:8]2)[cH:9][n:11](-[c:14]2[cH:15][cH:17][cH:19][cH:18][cH:16]2)[n:13][c:10]1[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][c:18]([CH3:19])[cH:17][cH:15]1)[NH2:5])[CH3:20].O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:18]([CH3:19])[cH:17][cH:15]3)[CH:6]([CH3:20])[O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][c:17]([CH3:18])[cH:16][cH:14]1)[NH2:5])[CH3:19].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][c:17]([CH3:18])[cH:16][cH:14]2)[CH:6]([CH3:19])[O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][c:17]([CH3:18])[cH:16][cH:14]1)[NH2:5])[CH3:19].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][cH:15][c:17]([CH3:18])[cH:16][cH:14]3)[CH:6]([CH3:19])[O:7][CH2:8]2)[CH2:9][CH2:11][CH2:12][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][c:17]([CH3:18])[cH:16][cH:14]1)[NH2:5])[CH3:19].O=[CH:2][CH2:1][C:9]([CH3:10])([CH3:11])[CH3:12]>>[CH2:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][c:17]([CH3:18])[cH:16][cH:14]2)[CH:6]([CH3:19])[O:7][CH2:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][c:18]([CH3:19])[cH:17][cH:15]1)[NH2:5])[CH3:20].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:18]([CH3:19])[cH:17][cH:15]3)[CH:6]([CH3:20])[O:7][CH2:8]2)[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:18][cH:20][c:23]([F:24])[cH:21][c:19]1[Cl:22])[NH2:5])[CH3:25].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:18][cH:20][c:23]([F:24])[cH:21][c:19]3[Cl:22])[CH:6]([CH3:25])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:16][cH:18][c:21]([F:22])[cH:19][c:17]1[Cl:20])[NH2:5])[CH3:23].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][cH:18][c:21]([F:22])[cH:19][c:17]3[Cl:20])[CH:6]([CH3:23])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:18][cH:20][c:23]([F:24])[cH:21][c:19]1[Cl:22])[NH2:5])[CH3:25].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:18][cH:20][c:23]([F:24])[cH:21][c:19]3[Cl:22])[CH:6]([CH3:25])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:15][cH:17][c:20]([F:21])[cH:18][c:16]1[Cl:19])[NH2:5])[CH3:22].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:15][cH:17][c:20]([F:21])[cH:18][c:16]3[Cl:19])[CH:6]([CH3:22])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][c:19]([F:20])[cH:17][c:15]1[Cl:18])[NH2:5])[CH3:21].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:19]([F:20])[cH:17][c:15]3[Cl:18])[CH:6]([CH3:21])[O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:20][cH:22][c:25]([F:26])[cH:23][c:21]1[Cl:24])[NH2:5])[CH3:27].O=[CH:2][c:1]1[cH:9][cH:11][c:13](-[c:14]2[cH:15][cH:17][cH:19][cH:18][n:16]2)[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:20][cH:22][c:25]([F:26])[cH:23][c:21]3[Cl:24])[CH:6]([CH3:27])[O:7][CH2:8]2)[cH:9][cH:11][c:13](-[c:14]2[cH:15][cH:17][cH:19][cH:18][n:16]2)[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:20][cH:22][c:25]([F:26])[cH:23][c:21]1[Cl:24])[NH2:5])[CH3:27].O=[CH:2][c:1]1[cH:9][n:11](-[c:14]2[cH:15][cH:17][cH:19][cH:18][cH:16]2)[n:13][c:10]1[CH3:12]>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:20][cH:22][c:25]([F:26])[cH:23][c:21]3[Cl:24])[CH:6]([CH3:27])[O:7][CH2:8]2)[cH:9][n:11](-[c:14]2[cH:15][cH:17][cH:19][cH:18][cH:16]2)[n:13][c:10]1[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][c:19]([F:20])[cH:17][c:15]1[Cl:18])[NH2:5])[CH3:21].O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:19]([F:20])[cH:17][c:15]3[Cl:18])[CH:6]([CH3:21])[O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][c:18]([F:19])[cH:16][c:14]1[Cl:17])[NH2:5])[CH3:20].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][c:18]([F:19])[cH:16][c:14]2[Cl:17])[CH:6]([CH3:20])[O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][c:18]([F:19])[cH:16][c:14]1[Cl:17])[NH2:5])[CH3:20].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][cH:15][c:18]([F:19])[cH:16][c:14]3[Cl:17])[CH:6]([CH3:20])[O:7][CH2:8]2)[CH2:9][CH2:11][CH2:12][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][c:18]([F:19])[cH:16][c:14]1[Cl:17])[NH2:5])[CH3:20].O=[CH:2][CH2:1][C:9]([CH3:10])([CH3:11])[CH3:12]>>[CH2:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][c:18]([F:19])[cH:16][c:14]2[Cl:17])[CH:6]([CH3:20])[O:7][CH2:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][c:19]([F:20])[cH:17][c:15]1[Cl:18])[NH2:5])[CH3:21].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:19]([F:20])[cH:17][c:15]3[Cl:18])[CH:6]([CH3:21])[O:7][CH2:8]2)[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:18][cH:20][cH:22][c:21]([Cl:23])[cH:19]1)[NH2:5])[CH3:24].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:18][cH:20][cH:22][c:21]([Cl:23])[cH:19]3)[CH:6]([CH3:24])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:16][cH:18][cH:20][c:19]([Cl:21])[cH:17]1)[NH2:5])[CH3:22].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][cH:18][cH:20][c:19]([Cl:21])[cH:17]3)[CH:6]([CH3:22])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:18][cH:20][cH:22][c:21]([Cl:23])[cH:19]1)[NH2:5])[CH3:24].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:18][cH:20][cH:22][c:21]([Cl:23])[cH:19]3)[CH:6]([CH3:24])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:15][cH:17][cH:19][c:18]([Cl:20])[cH:16]1)[NH2:5])[CH3:21].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:15][cH:17][cH:19][c:18]([Cl:20])[cH:16]3)[CH:6]([CH3:21])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][cH:18][c:17]([Cl:19])[cH:15]1)[NH2:5])[CH3:20].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][cH:18][c:17]([Cl:19])[cH:15]3)[CH:6]([CH3:20])[O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:20][cH:22][cH:24][c:23]([Cl:25])[cH:21]1)[NH2:5])[CH3:26].O=[CH:2][c:1]1[cH:9][cH:11][c:13](-[c:14]2[cH:15][cH:17][cH:19][cH:18][n:16]2)[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:20][cH:22][cH:24][c:23]([Cl:25])[cH:21]3)[CH:6]([CH3:26])[O:7][CH2:8]2)[cH:9][cH:11][c:13](-[c:14]2[cH:15][cH:17][cH:19][cH:18][n:16]2)[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:20][cH:22][cH:24][c:23]([Cl:25])[cH:21]1)[NH2:5])[CH3:26].O=[CH:2][c:1]1[cH:9][n:11](-[c:14]2[cH:15][cH:17][cH:19][cH:18][cH:16]2)[n:13][c:10]1[CH3:12]>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:20][cH:22][cH:24][c:23]([Cl:25])[cH:21]3)[CH:6]([CH3:26])[O:7][CH2:8]2)[cH:9][n:11](-[c:14]2[cH:15][cH:17][cH:19][cH:18][cH:16]2)[n:13][c:10]1[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][cH:18][c:17]([Cl:19])[cH:15]1)[NH2:5])[CH3:20].O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][cH:18][c:17]([Cl:19])[cH:15]3)[CH:6]([CH3:20])[O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][cH:17][c:16]([Cl:18])[cH:14]1)[NH2:5])[CH3:19].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][cH:17][c:16]([Cl:18])[cH:14]2)[CH:6]([CH3:19])[O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][cH:17][c:16]([Cl:18])[cH:14]1)[NH2:5])[CH3:19].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][cH:15][cH:17][c:16]([Cl:18])[cH:14]3)[CH:6]([CH3:19])[O:7][CH2:8]2)[CH2:9][CH2:11][CH2:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][cH:17][c:16]([Cl:18])[cH:14]1)[NH2:5])[CH3:19].O=[CH:2][CH2:1][C:9]([CH3:10])([CH3:11])[CH3:12]>>[CH2:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][cH:17][c:16]([Cl:18])[cH:14]2)[CH:6]([CH3:19])[O:7][CH2:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][cH:18][c:17]([Cl:19])[cH:15]1)[NH2:5])[CH3:20].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][cH:18][c:17]([Cl:19])[cH:15]3)[CH:6]([CH3:20])[O:7][CH2:8]2)[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:18][cH:20][cH:22][c:21]([CH3:23])[cH:19]1)[NH2:5])[CH3:24].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:18][cH:20][cH:22][c:21]([CH3:23])[cH:19]3)[CH:6]([CH3:24])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:16][cH:18][cH:20][c:19]([CH3:21])[cH:17]1)[NH2:5])[CH3:22].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][cH:18][cH:20][c:19]([CH3:21])[cH:17]3)[CH:6]([CH3:22])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:18][cH:20][cH:22][c:21]([CH3:23])[cH:19]1)[NH2:5])[CH3:24].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:18][cH:20][cH:22][c:21]([CH3:23])[cH:19]3)[CH:6]([CH3:24])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:15][cH:17][cH:19][c:18]([CH3:20])[cH:16]1)[NH2:5])[CH3:21].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:15][cH:17][cH:19][c:18]([CH3:20])[cH:16]3)[CH:6]([CH3:21])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][cH:18][c:17]([CH3:19])[cH:15]1)[NH2:5])[CH3:20].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][cH:18][c:17]([CH3:19])[cH:15]3)[CH:6]([CH3:20])[O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:20][cH:22][cH:24][c:23]([CH3:25])[cH:21]1)[NH2:5])[CH3:26].O=[CH:2][c:1]1[cH:9][cH:11][c:13](-[c:14]2[cH:15][cH:17][cH:19][cH:18][n:16]2)[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:20][cH:22][cH:24][c:23]([CH3:25])[cH:21]3)[CH:6]([CH3:26])[O:7][CH2:8]2)[cH:9][cH:11][c:13](-[c:14]2[cH:15][cH:17][cH:19][cH:18][n:16]2)[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:20][cH:22][cH:24][c:23]([CH3:25])[cH:21]1)[NH2:5])[CH3:26].O=[CH:2][c:1]1[cH:9][n:11](-[c:14]2[cH:15][cH:17][cH:19][cH:18][cH:16]2)[n:13][c:10]1[CH3:12]>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:20][cH:22][cH:24][c:23]([CH3:25])[cH:21]3)[CH:6]([CH3:26])[O:7][CH2:8]2)[cH:9][n:11](-[c:14]2[cH:15][cH:17][cH:19][cH:18][cH:16]2)[n:13][c:10]1[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][cH:18][c:17]([CH3:19])[cH:15]1)[NH2:5])[CH3:20].O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][cH:18][c:17]([CH3:19])[cH:15]3)[CH:6]([CH3:20])[O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][cH:17][c:16]([CH3:18])[cH:14]1)[NH2:5])[CH3:19].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][cH:17][c:16]([CH3:18])[cH:14]2)[CH:6]([CH3:19])[O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][cH:17][c:16]([CH3:18])[cH:14]1)[NH2:5])[CH3:19].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][cH:15][cH:17][c:16]([CH3:18])[cH:14]3)[CH:6]([CH3:19])[O:7][CH2:8]2)[CH2:9][CH2:11][CH2:12][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:13][cH:15][cH:17][c:16]([CH3:18])[cH:14]1)[NH2:5])[CH3:19].O=[CH:2][CH2:1][C:9]([CH3:10])([CH3:11])[CH3:12]>>[CH2:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][cH:17][c:16]([CH3:18])[cH:14]2)[CH:6]([CH3:19])[O:7][CH2:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12],0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][cH:18][c:17]([CH3:19])[cH:15]1)[NH2:5])[CH3:20].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][cH:18][c:17]([CH3:19])[cH:15]3)[CH:6]([CH3:20])[O:7][CH2:8]2)[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:18][cH:20][c:22]([C:23]([CH3:24])=[O:25])[cH:21][cH:19]1)[NH2:5])[CH3:26].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:18][cH:20][c:22]([C:23]([CH3:24])=[O:25])[cH:21][cH:19]3)[CH:6]([CH3:26])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:16][cH:18][c:20]([C:21]([CH3:22])=[O:23])[cH:19][cH:17]1)[NH2:5])[CH3:24].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][cH:18][c:20]([C:21]([CH3:22])=[O:23])[cH:19][cH:17]3)[CH:6]([CH3:24])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:18][cH:20][c:22]([C:23]([CH3:24])=[O:25])[cH:21][cH:19]1)[NH2:5])[CH3:26].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:18][cH:20][c:22]([C:23]([CH3:24])=[O:25])[cH:21][cH:19]3)[CH:6]([CH3:26])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([CH3:15])([CH3:16])[CH3:17])[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:15][cH:17][c:19]([C:20]([CH3:21])=[O:22])[cH:18][cH:16]1)[NH2:5])[CH3:23].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:15][cH:17][c:19]([C:20]([CH3:21])=[O:22])[cH:18][cH:16]3)[CH:6]([CH3:23])[O:7][CH2:8]2)[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:14][cH:16][c:18]([C:19]([CH3:20])=[O:21])[cH:17][cH:15]1)[NH2:5])[CH3:22].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:18]([C:19]([CH3:20])=[O:21])[cH:17][cH:15]3)[CH:6]([CH3:22])[O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:20][cH:22][c:24]([C:25]([CH3:26])=[O:27])[cH:23][cH:21]1)[NH2:5])[CH3:28].O=[CH:2][c:1]1[cH:9][cH:11][c:13](-[c:14]2[cH:15][cH:17][cH:19][cH:18][n:16]2)[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:20][cH:22][c:24]([C:25]([CH3:26])=[O:27])[cH:23][cH:21]3)[CH:6]([CH3:28])[O:7][CH2:8]2)[cH:9][cH:11][c:13](-[c:14]2[cH:15][cH:17][cH:19][cH:18][n:16]2)[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH:6]([CH:4]([c:3]1[cH:20][cH:22][c:24]([C:25]([CH3:26])=[O:27])[cH:23][cH:21]1)[NH2:5])[CH3:28].O=[CH:2][c:1]1[cH:9][n:11](-[c:14]2[cH:15][cH:17][cH:19][cH:18][cH:16]2)[n:13][c:10]1[CH3:12]>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:20][cH:22][c:24]([C:25]([CH3:26])=[O:27])[cH:23][cH:21]3)[CH:6]([CH3:28])[O:7][CH2:8]2)[cH:9][n:11](-[c:14]2[cH:15][cH:17][cH:19][cH:18][cH:16]2)[n:13][c:10]1[CH3:12],0
